GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS996352538	2020-10-15 18:52:20	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	29				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2020-10-15	08:06:00	obsr402712	S74862690	Traveling	P22	EBIRD	282	8.104		3	1	G5797621	0	1	0		Lovely day; cool to start 49F warming up to the 70s. Partly cloudy		
URN:CornellLabOfOrnithology:EBIRD:OBS1030041383	2020-12-16 17:42:16.556336	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	29				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2020-10-15	08:06:00	obsr374351	S77566988	Traveling	P22	EBIRD	282	8.104		3	1	G5797621	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1020138707	2020-11-29 13:32:28.843191	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	60				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-11-29	12:30:00	obsr431216	S76861592	Traveling	P22	EBIRD	60	1.214		1	1		0	1	0		Overcast, calm, and 53		
URN:CornellLabOfOrnithology:EBIRD:OBS1020234035	2020-12-02 20:57:08.769608	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	250				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			128–198 Rockwell Dr, Fletcher US-NC 35.41690, -82.51217	L12696637	P	35.4169020	-82.5121720	2020-11-29	13:45:00	obsr431216	S76869707	Traveling	P22	EBIRD	100	2.316		1	1		0	1	0		Overcast, virtually calm, and low 50s. W drive and field.		
URN:CornellLabOfOrnithology:EBIRD:OBS1031483932	2020-12-21 09:22:13.019691	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	14				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-12-19	08:20:00	obsr527452	S77668689	Traveling	P22	EBIRD	146	4.383		3	1	G6019686	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1025036528	2020-12-07 22:12:19.533949	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	83				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			28732, Fletcher US-NC 35.41888, -82.51193	L12890097	P	35.4188780	-82.5119340	2020-12-07	07:53:00	obsr1503656	S77213910	Traveling	P22	EBIRD	108	3.963		2	1	G5983684	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1024631685	2020-12-07 22:12:19.533949	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	83				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			28732, Fletcher US-NC 35.41888, -82.51193	L12890097	P	35.4188780	-82.5119340	2020-12-07	07:53:00	obsr785042	S77183965	Traveling	P22	EBIRD	108	3.963		2	1	G5983684	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1082751838	2021-02-26 00:47:45.300656	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2021-02-25	17:15:00	obsr1503656	S82351430	Stationary	P21	EBIRD	74			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS136636666	2018-08-03 14:53:31	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Hyde	US-NC-095	US-NC_323				Ocracoke Island	L524900	H	35.1423711	-75.8770752	2010-05-21	07:00:00	obsr141075	S9625265	Incidental	P20	EBIRD				1	1		0	1	1		Mammals: Eastern Cottontail (Adult)       --------        Nonavian Reptiles: Six-lined Racerunner (Adult)	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS1019155317	2020-11-28 08:11:42.926551	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Lincoln	US-NC-109		29			Hannah House	L10938616	P	35.5162277	-80.9743777	2020-11-28	07:59:00	obsr895579	S76788086	Stationary	P21	EBIRD	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1009543584	2020-11-09 08:17:06	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Lincoln	US-NC-109		29			Beatty's Ford Park	L2339793	H	35.4819373	-80.9578121	2020-11-08	07:38:00	obsr96614	S76035465	Traveling	P22	EBIRD	13	0.161		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS965964199	2020-08-10 15:58:00	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	McDowell	US-NC-111		28			Irma's Produce Fields	L3044933	H	35.6349243	-82.1362352	2020-08-09	07:32:00	obsr646413	S72245245	Stationary	P21	EBIRD	180			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS969030386	2020-08-20 18:25:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	22				United States	US	North Carolina	US-NC	McDowell	US-NC-111		28			Irma's Produce Fields	L3044933	H	35.6349243	-82.1362352	2020-08-17	10:23:00	obsr527452	S72506172	Traveling	P22	EBIRD	75	0.686		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945086830	2020-07-03 15:56:57	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X				United States	US	North Carolina	US-NC	Macon	US-NC-113		28			Little Tennessee River Greenway	L1023934	H	35.1945726	-83.3847928	2017-07-19	08:50:00	obsr431216	S70601309	Traveling	P22	EBIRD	225	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS931237672	2020-05-25 08:43:13	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Macon	US-NC-113		28			Tessentee Bottomland Preserve	L626459	H	35.0685724	-83.3803940	2020-05-25	07:42:00	obsr94249	S69609049	Traveling	P22	EBIRD	61	2.905		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS932647158	2020-05-27 07:52:58	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1	S 	C2		United States	US	North Carolina	US-NC	Macon	US-NC-113		28			Parker Meadows Complex	L6730812	H	35.1540160	-83.4553790	2020-05-27	07:13:00	obsr94249	S69705726	Traveling	P22	EBIRD	40	1.587		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1045742221	2021-01-07 11:56:22.621786	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Macon	US-NC-113		28			Little Tennessee River Greenway	L1023934	H	35.1945726	-83.3847928	2021-01-06	10:00:00	obsr431216	S78779271	Traveling	P22	EBIRD	135	3.529		2	0		0	1	0		Sunny, calm, and 32 to 43.		
URN:CornellLabOfOrnithology:EBIRD:OBS1033454351	2020-12-21 17:21:34.630832	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Lake Norman--Cowans Ford Dam	L1244553	H	35.4357314	-80.9584122	2004-01-24	09:30:00	obsr527452	S77809995	Traveling	P22	EBIRD	180	3.219		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS301561305	2015-03-23 15:00:36	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	200				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Sugar Creek Reclamation Ponds	L1519036	P	35.0869217	-80.8839664	2015-03-07	18:15:00	obsr171056	S22222047	Stationary	P21	EBIRD	45			1	1		0	1	1		This was a woodcock outing. I also had my first small bat.		
URN:CornellLabOfOrnithology:EBIRD:OBS875391567	2020-03-08 12:06:48	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	150				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Six Mile Creek Greenway	L679395	H	35.0111936	-80.8297420	2020-03-07	16:43:00	obsr902209	S65550889	Traveling	P22	EBIRD	84	1.373		1	1		0	1	1			Several large flocks flew over.  Many present at wetlands also.	
URN:CornellLabOfOrnithology:EBIRD:OBS995946800	2020-10-15 14:13:58	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			NC, Mecklenburg Co. - Huntersville (12025 Regal Lily Ln.)	L595925	P	35.3851358	-80.9102994	2020-10-14	17:20:00	obsr96614	S74828277	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008487103	2020-11-07 20:19:46	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			NC, Mecklenburg Co. - Huntersville (12025 Regal Lily Ln.)	L595925	P	35.3851358	-80.9102994	2020-11-07	09:00:00	obsr96614	S75942798	Stationary	P21	EBIRD	120			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012296629	2020-11-15 14:38:51	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	30				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Rea Farms 28277, Charlotte US-NC 35.05239, -80.77822	L11550970	P	35.0523930	-80.7782210	2020-11-07	06:41:00	obsr106010	S76281149	Traveling	P22	EBIRD	97	1.277		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014020519	2020-11-19 20:04:15.733949	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	120				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119	US-NC_311	29			Cowan's Ford Wildlife Refuge	L282505	H	35.3714422	-80.9744294	2020-11-19	17:07:00	obsr96614	S76422998	Traveling	P22	EBIRD	35	2.736		1	1		0	1	0			estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS1007306920	2020-11-04 20:21:33	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	30				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Rea Farms	L11298233	P	35.0514379	-80.7784161	2020-11-04	07:05:00	obsr96614	S75841921	Traveling	P22	EBIRD	75	0.805		1	1		0	1	0			estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS1011836866	2020-11-14 12:58:05	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	14				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119	US-NC_311	29			Cowan's Ford Wildlife Refuge	L282505	H	35.3714422	-80.9744294	2020-11-14	09:08:00	obsr96614	S76240985	Traveling	P22	EBIRD	142	2.736		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008182275	2020-11-07 07:22:11	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	20				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Rea Farms	L11298233	P	35.0514379	-80.7784161	2020-11-06	07:10:00	obsr96614	S75917187	Traveling	P22	EBIRD	58	0.483		1	1		0	1	0			estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS1074106876	2021-02-14 16:30:38.013022	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Katelyn Moors--Charlotte NC	L384636	P	35.3523586	-80.7765698	2021-01-30	08:12:00	obsr106010	S81467433	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1061922835	2021-01-29 18:19:33.890328	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Chantilly Ecological Sanctuary at Briar Creek	L7909626	H	35.2065460	-80.8083645	2021-01-29	09:10:00	obsr96614	S80092348	Traveling	P22	EBIRD	90	1.287		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1062786176	2021-01-30 21:22:16.355656	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			NC, Mecklenburg Co. - Ervin Cook Farm (Private Property)	L840036	P	35.4155870	-80.8968589	2021-01-30	08:18:00	obsr96614	S80163889	Traveling	P22	EBIRD	13	1.127		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1046634398	2021-01-07 19:24:43.543238	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Clark's Creek Nature Preserve	L618356	H	35.3532511	-80.8081555	2021-01-07	11:30:00	obsr96614	S78850834	Traveling	P22	EBIRD	60	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1074087602	2021-02-14 16:30:31.06438	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	10				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Katelyn Moors--Charlotte NC	L384636	P	35.3523586	-80.7765698	2021-01-20	08:25:00	obsr106010	S81467396	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1074105306	2021-02-14 16:31:10.188224	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	17				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Katelyn Moors--Charlotte NC	L384636	P	35.3523586	-80.7765698	2021-01-09	12:46:00	obsr106010	S81467571	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1074109840	2021-02-14 16:30:50.064656	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			Katelyn Moors--Charlotte NC	L384636	P	35.3523586	-80.7765698	2021-01-15	16:24:00	obsr106010	S81467487	Stationary	P21	EBIRD	21			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1064279591	2021-02-01 22:19:10.53538	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119	US-NC_311	29			Cowan's Ford Wildlife Refuge	L282505	H	35.3714422	-80.9744294	2021-02-01	16:50:00	obsr96614	S80293203	Traveling	P22	EBIRD	20	2.736		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1072496002	2021-02-13 13:54:10.811134	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Mecklenburg	US-NC-119		29			NC, Mecklenburg Co. - Ervin Cook Farm (Private Property)	L840036	P	35.4155870	-80.8968589	2021-02-13	12:25:00	obsr96614	S81189761	Traveling	P22	EBIRD	10	0.966		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS944606640	2020-06-18 11:01:09	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Mitchell	US-NC-121		28			NC-226, Bakersville	L11682724	P	36.0219570	-82.2206950	2020-06-13	08:03:00	obsr402712	S70565767	Traveling	P22	EBIRD	21	18.224		2	1	G5450606	0	1	0		Mitchell 261		
URN:CornellLabOfOrnithology:EBIRD:OBS941971256	2020-06-13 19:25:38	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Mitchell	US-NC-121		28			NC-226, Bakersville	L11682724	P	36.0219570	-82.2206950	2020-06-13	08:03:00	obsr527452	S70375334	Traveling	P22	EBIRD	21	18.224		2	1	G5450606	0	1	0		Mitchell 261		
URN:CornellLabOfOrnithology:EBIRD:OBS942285025	2020-06-13 19:25:38	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Mitchell	US-NC-121		28			NC-226, Bakersville	L11682724	P	36.0219570	-82.2206950	2020-06-13	08:03:00	obsr354664	S70396871	Traveling	P22	EBIRD	21	18.224		2	1	G5450606	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1050378562	2021-01-12 19:31:08.929949	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1	F 	C1		United States	US	North Carolina	US-NC	Orange	US-NC-135	US-NC_312	29			100 Vireo Lane	L5648320	P	36.0932913	-79.0338421	2021-01-12	07:15:00	obsr525706	S79151907	Stationary	P21	EBIRD	150			6	1		0	1	0		Continuation of birders coming to try for the grosbeaks		
URN:CornellLabOfOrnithology:EBIRD:OBS1083948887	2021-02-27 17:19:24.440879	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Orange	US-NC-135		29			519 East Dr	L12177837	P	36.0851050	-79.1137960	2021-02-27	16:31:00	obsr981980	S82456655	Stationary	P21	EBIRD	41			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1082854108	2021-02-27 19:10:32.66501	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Polk	US-NC-149		29			Foothills Equestrian Nature Center (FENCE)	L9985920	H	35.2052016	-82.1728997	1985-10-26	09:00:00	obsr527452	S82357815	Traveling	P22	EBIRD	150	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1056939475	2021-01-22 08:41:45.275153	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Polk	US-NC-149		29			Foothills Equestrian Nature Center (FENCE)	L9985920	H	35.2052016	-82.1728997	1986-06-01	09:00:00	obsr527452	S79686060	Traveling	P22	EBIRD	120	3.219		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1065186435	2021-02-03 12:49:29.687679	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Polk	US-NC-149		29			Foothills Equestrian Nature Center (FENCE)	L9985920	H	35.2052016	-82.1728997	1987-05-16	08:00:00	obsr527452	S80366191	Traveling	P22	EBIRD	90	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1061309768	2021-01-28 18:00:05.898921	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1000				United States	US	North Carolina	US-NC	Polk	US-NC-149		28			Lynn, NC	L13201011	P	35.2340503	-82.2386219	1987-11-21	16:30:00	obsr527452	S80042368	Stationary	P21	EBIRD	60			1	0		0	1	0		Blackbird roost at the bamboo canebrake in Lynn- probably way more than I counted	Large roost	
URN:CornellLabOfOrnithology:EBIRD:OBS1044384818	2021-01-04 15:47:50.855434	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4	NY	C4		United States	US	North Carolina	US-NC	Polk	US-NC-149		29			Foothills Equestrian Nature Center (FENCE)	L9985920	H	35.2052016	-82.1728997	1995-05-25	08:00:00	obsr527452	S78672503	Traveling	P22	EBIRD	120	3.219		15	1		0	1	0		FENCE walk		
URN:CornellLabOfOrnithology:EBIRD:OBS1044386884	2021-01-04 15:42:45.774627	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4	FY	C4		United States	US	North Carolina	US-NC	Polk	US-NC-149		29			Foothills Equestrian Nature Center (FENCE)	L9985920	H	35.2052016	-82.1728997	1995-06-13	08:00:00	obsr527452	S78672096	Traveling	P22	EBIRD	120	3.219		2	1		0	1	0		ST and Stephanie Morgan		
URN:CornellLabOfOrnithology:EBIRD:OBS1046883902	2021-01-08 09:12:14.791288	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Polk	US-NC-149		28			Lake Adger	L1048261	H	35.3381919	-82.2039342	1995-10-19	09:00:00	obsr527452	S78866952	Traveling	P22	EBIRD	120	3.219		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1047360526	2021-01-08 22:13:21.525528	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Polk	US-NC-149		29			Foothills Equestrian Nature Center (FENCE)	L9985920	H	35.2052016	-82.1728997	1996-04-04	09:00:00	obsr527452	S78907646	Traveling	P22	EBIRD	120	3.219		18	1		0	1	0				
